,category,scientific_name,common_names,conservation_status,park_name,observations
3336,Vascular Plant,Chamomilla suaveolens,Pineappleweed,Not in Danger,Great Smoky Mountains National Park,53
3337,Vascular Plant,Chamomilla suaveolens,Pineappleweed,Not in Danger,Bryce National Park,101
3338,Vascular Plant,Chamomilla suaveolens,Pineappleweed,Not in Danger,Yosemite National Park,171
3339,Vascular Plant,Chamomilla suaveolens,Pineappleweed,Not in Danger,Yellowstone National Park,283
3340,Vascular Plant,Chrysopsis mariana,Maryland Golden Aster,Not in Danger,Bryce National Park,109
3341,Vascular Plant,Chrysopsis mariana,Maryland Golden Aster,Not in Danger,Great Smoky Mountains National Park,75
3342,Vascular Plant,Chrysopsis mariana,Maryland Golden Aster,Not in Danger,Yosemite National Park,151
3343,Vascular Plant,Chrysopsis mariana,Maryland Golden Aster,Not in Danger,Yellowstone National Park,270
3344,Vascular Plant,Cichorium intybus,"Chickory, Chicory",Not in Danger,Great Smoky Mountains National Park,97
3345,Vascular Plant,Cichorium intybus,"Chickory, Chicory",Not in Danger,Yosemite National Park,131
3346,Vascular Plant,Cichorium intybus,"Chickory, Chicory",Not in Danger,Bryce National Park,125
3347,Vascular Plant,Cichorium intybus,"Chickory, Chicory",Not in Danger,Great Smoky Mountains National Park,100
3348,Vascular Plant,Cichorium intybus,"Chickory, Chicory",Not in Danger,Yellowstone National Park,266
3349,Vascular Plant,Cichorium intybus,"Chickory, Chicory",Not in Danger,Yosemite National Park,166
3350,Vascular Plant,Cichorium intybus,"Chickory, Chicory",Not in Danger,Yellowstone National Park,266
3351,Vascular Plant,Cichorium intybus,"Chickory, Chicory",Not in Danger,Bryce National Park,62
3352,Vascular Plant,Cirsium,Thistle,Not in Danger,Bryce National Park,137
3353,Vascular Plant,Cirsium,Thistle,Not in Danger,Great Smoky Mountains National Park,82
3354,Vascular Plant,Cirsium,Thistle,Not in Danger,Yellowstone National Park,297
3355,Vascular Plant,Cirsium,Thistle,Not in Danger,Yosemite National Park,140
3356,Vascular Plant,Cirsium altissimum,Tall Thistle,Not in Danger,Bryce National Park,79
3357,Vascular Plant,Cirsium altissimum,Tall Thistle,Not in Danger,Yosemite National Park,151
3358,Vascular Plant,Cirsium altissimum,Tall Thistle,Not in Danger,Yellowstone National Park,263
3359,Vascular Plant,Cirsium altissimum,Tall Thistle,Not in Danger,Great Smoky Mountains National Park,87
3360,Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",Not in Danger,Great Smoky Mountains National Park,85
3361,Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",Not in Danger,Yellowstone National Park,249
3362,Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",Not in Danger,Bryce National Park,122
3363,Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",Not in Danger,Bryce National Park,90
3364,Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",Not in Danger,Great Smoky Mountains National Park,88
3365,Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",Not in Danger,Yellowstone National Park,241
3366,Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",Not in Danger,Yosemite National Park,166
3367,Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",Not in Danger,Yosemite National Park,153
3368,Vascular Plant,Cirsium carolinianum,Carolina Thistle,Not in Danger,Yellowstone National Park,233
3369,Vascular Plant,Cirsium carolinianum,Carolina Thistle,Not in Danger,Bryce National Park,105
3370,Vascular Plant,Cirsium carolinianum,Carolina Thistle,Not in Danger,Great Smoky Mountains National Park,96
3371,Vascular Plant,Cirsium carolinianum,Carolina Thistle,Not in Danger,Yosemite National Park,140
3372,Vascular Plant,Cirsium discolor,"Field Thistle, Thistle",Not in Danger,Bryce National Park,74
3373,Vascular Plant,Cirsium discolor,"Field Thistle, Thistle",Not in Danger,Yellowstone National Park,237
3374,Vascular Plant,Cirsium discolor,"Field Thistle, Thistle",Not in Danger,Great Smoky Mountains National Park,73
3375,Vascular Plant,Cirsium discolor,"Field Thistle, Thistle",Not in Danger,Yosemite National Park,162
3376,Vascular Plant,Cirsium muticum,Swamp Thistle,Not in Danger,Yellowstone National Park,278
3377,Vascular Plant,Cirsium muticum,Swamp Thistle,Not in Danger,Bryce National Park,115
3378,Vascular Plant,Cirsium muticum,Swamp Thistle,Not in Danger,Yosemite National Park,156
3379,Vascular Plant,Cirsium muticum,Swamp Thistle,Not in Danger,Great Smoky Mountains National Park,70
3380,Vascular Plant,Cirsium vulgare,Bull Thistle,Not in Danger,Yellowstone National Park,249
3381,Vascular Plant,Cirsium vulgare,Bull Thistle,Not in Danger,Bryce National Park,96
3382,Vascular Plant,Cirsium vulgare,Bull Thistle,Not in Danger,Great Smoky Mountains National Park,84
3383,Vascular Plant,Cirsium vulgare,Bull Thistle,Not in Danger,Yosemite National Park,136
3384,Vascular Plant,Cirsium vulgare,Bull Thistle,Not in Danger,Yellowstone National Park,257
3385,Vascular Plant,Cirsium vulgare,Bull Thistle,Not in Danger,Great Smoky Mountains National Park,42
3386,Vascular Plant,Cirsium vulgare,Bull Thistle,Not in Danger,Yosemite National Park,146
3387,Vascular Plant,Cirsium vulgare,Bull Thistle,Not in Danger,Bryce National Park,99
3388,Vascular Plant,Conoclinium coelestinum,Blue Mistflower,Not in Danger,Yosemite National Park,163
3389,Vascular Plant,Conoclinium coelestinum,Blue Mistflower,Not in Danger,Bryce National Park,73
3390,Vascular Plant,Conoclinium coelestinum,Blue Mistflower,Not in Danger,Great Smoky Mountains National Park,89
3391,Vascular Plant,Conoclinium coelestinum,Blue Mistflower,Not in Danger,Yellowstone National Park,226
3392,Vascular Plant,Conyza canadensis,Horse-Weed,Not in Danger,Great Smoky Mountains National Park,83
3393,Vascular Plant,Conyza canadensis,Horse-Weed,Not in Danger,Yosemite National Park,137
3394,Vascular Plant,Conyza canadensis,Horse-Weed,Not in Danger,Yellowstone National Park,256
3395,Vascular Plant,Conyza canadensis,Horse-Weed,Not in Danger,Yosemite National Park,134
3396,Vascular Plant,Conyza canadensis,Horse-Weed,Not in Danger,Great Smoky Mountains National Park,52
3397,Vascular Plant,Conyza canadensis,Horse-Weed,Not in Danger,Bryce National Park,81
3398,Vascular Plant,Conyza canadensis,Horse-Weed,Not in Danger,Yellowstone National Park,229
3399,Vascular Plant,Conyza canadensis,Horse-Weed,Not in Danger,Bryce National Park,85
3400,Vascular Plant,Coreopsis auriculata,"Auricled Tickseed, Lobed Tickseed",Not in Danger,Yellowstone National Park,239
3401,Vascular Plant,Coreopsis auriculata,"Auricled Tickseed, Lobed Tickseed",Not in Danger,Great Smoky Mountains National Park,77
3402,Vascular Plant,Coreopsis auriculata,"Auricled Tickseed, Lobed Tickseed",Not in Danger,Yosemite National Park,140
3403,Vascular Plant,Coreopsis auriculata,"Auricled Tickseed, Lobed Tickseed",Not in Danger,Bryce National Park,101
3404,Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,Not in Danger,Yosemite National Park,182
3405,Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,Not in Danger,Yosemite National Park,150
3406,Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,Not in Danger,Bryce National Park,115
3407,Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,Not in Danger,Great Smoky Mountains National Park,70
3408,Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,Not in Danger,Yellowstone National Park,258
3409,Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,Not in Danger,Bryce National Park,92
3410,Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,Not in Danger,Yellowstone National Park,272
3411,Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,Not in Danger,Great Smoky Mountains National Park,44
3412,Vascular Plant,Coreopsis major,Wood Tickseed,Not in Danger,Yosemite National Park,145
3413,Vascular Plant,Coreopsis major,Wood Tickseed,Not in Danger,Great Smoky Mountains National Park,62
3414,Vascular Plant,Coreopsis major,Wood Tickseed,Not in Danger,Yellowstone National Park,256
3415,Vascular Plant,Coreopsis major,Wood Tickseed,Not in Danger,Bryce National Park,101
3416,Vascular Plant,Coreopsis pubescens,"Hairy Tickseed, Star Tickseed",Not in Danger,Bryce National Park,42
3417,Vascular Plant,Coreopsis pubescens,"Hairy Tickseed, Star Tickseed",Not in Danger,Yellowstone National Park,272
3418,Vascular Plant,Coreopsis pubescens,"Hairy Tickseed, Star Tickseed",Not in Danger,Great Smoky Mountains National Park,51
3419,Vascular Plant,Coreopsis pubescens,"Hairy Tickseed, Star Tickseed",Not in Danger,Yosemite National Park,179
3420,Vascular Plant,Coreopsis tinctoria,"Coreopsis, Golden Tickseed",Not in Danger,Bryce National Park,86
3421,Vascular Plant,Coreopsis tinctoria,"Coreopsis, Golden Tickseed",Not in Danger,Yellowstone National Park,281
3422,Vascular Plant,Coreopsis tinctoria,"Coreopsis, Golden Tickseed",Not in Danger,Great Smoky Mountains National Park,64
3423,Vascular Plant,Coreopsis tinctoria,"Coreopsis, Golden Tickseed",Not in Danger,Yosemite National Park,161
3424,Vascular Plant,Coreopsis tripteris,Tall Tickseed,Not in Danger,Bryce National Park,86
3425,Vascular Plant,Coreopsis tripteris,Tall Tickseed,Not in Danger,Yosemite National Park,188
3426,Vascular Plant,Coreopsis tripteris,Tall Tickseed,Not in Danger,Yellowstone National Park,244
3427,Vascular Plant,Coreopsis tripteris,Tall Tickseed,Not in Danger,Great Smoky Mountains National Park,61
3428,Vascular Plant,Cosmos bipinnatus,Garden Cosmos,Not in Danger,Yosemite National Park,147
3429,Vascular Plant,Cosmos bipinnatus,Garden Cosmos,Not in Danger,Bryce National Park,90
3430,Vascular Plant,Cosmos bipinnatus,Garden Cosmos,Not in Danger,Great Smoky Mountains National Park,82
3431,Vascular Plant,Cosmos bipinnatus,Garden Cosmos,Not in Danger,Yellowstone National Park,246
3432,Vascular Plant,Cosmos sulphureus,Sulphur Cosmos,Not in Danger,Yosemite National Park,127
3433,Vascular Plant,Cosmos sulphureus,Sulphur Cosmos,Not in Danger,Bryce National Park,109
3434,Vascular Plant,Cosmos sulphureus,Sulphur Cosmos,Not in Danger,Yellowstone National Park,281
3435,Vascular Plant,Cosmos sulphureus,Sulphur Cosmos,Not in Danger,Great Smoky Mountains National Park,72
3436,Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Not in Danger,Yosemite National Park,148
3437,Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Not in Danger,Great Smoky Mountains National Park,70
3438,Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Not in Danger,Yellowstone National Park,247
3439,Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Not in Danger,Yosemite National Park,126
3440,Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Not in Danger,Yellowstone National Park,235
3441,Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Not in Danger,Bryce National Park,116
3442,Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Not in Danger,Bryce National Park,94
3443,Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Not in Danger,Great Smoky Mountains National Park,43
3444,Vascular Plant,Crepis pulchra,Hawk's Beard,Not in Danger,Yosemite National Park,166
3445,Vascular Plant,Crepis pulchra,Hawk's Beard,Not in Danger,Great Smoky Mountains National Park,74
3446,Vascular Plant,Crepis pulchra,Hawk's Beard,Not in Danger,Bryce National Park,106
3447,Vascular Plant,Crepis pulchra,Hawk's Beard,Not in Danger,Yellowstone National Park,284
3448,Vascular Plant,Doellingeria infirma,Cornel-Leaf Whitetop,Not in Danger,Yellowstone National Park,262
3449,Vascular Plant,Doellingeria infirma,Cornel-Leaf Whitetop,Not in Danger,Great Smoky Mountains National Park,68
3450,Vascular Plant,Doellingeria infirma,Cornel-Leaf Whitetop,Not in Danger,Yosemite National Park,166
3451,Vascular Plant,Doellingeria infirma,Cornel-Leaf Whitetop,Not in Danger,Bryce National Park,104
3452,Vascular Plant,Doellingeria umbellata var. umbellata,Parasol Whitetop,Not in Danger,Great Smoky Mountains National Park,72
3453,Vascular Plant,Doellingeria umbellata var. umbellata,Parasol Whitetop,Not in Danger,Yellowstone National Park,220
3454,Vascular Plant,Doellingeria umbellata var. umbellata,Parasol Whitetop,Not in Danger,Bryce National Park,109
3455,Vascular Plant,Doellingeria umbellata var. umbellata,Parasol Whitetop,Not in Danger,Yosemite National Park,159
3456,Vascular Plant,Eclipta prostrata,Eclipta,Not in Danger,Yellowstone National Park,253
3457,Vascular Plant,Eclipta prostrata,Eclipta,Not in Danger,Bryce National Park,147
3458,Vascular Plant,Eclipta prostrata,Eclipta,Not in Danger,Yosemite National Park,142
3459,Vascular Plant,Eclipta prostrata,Eclipta,Not in Danger,Great Smoky Mountains National Park,82
3460,Vascular Plant,Elephantopus carolinianus,"Carolina Elephant-Foot, Carolina Tobaccoweed",Not in Danger,Great Smoky Mountains National Park,85
3461,Vascular Plant,Elephantopus carolinianus,"Carolina Elephant-Foot, Carolina Tobaccoweed",Not in Danger,Yellowstone National Park,222
3462,Vascular Plant,Elephantopus carolinianus,"Carolina Elephant-Foot, Carolina Tobaccoweed",Not in Danger,Yosemite National Park,160
3463,Vascular Plant,Elephantopus carolinianus,"Carolina Elephant-Foot, Carolina Tobaccoweed",Not in Danger,Bryce National Park,59
3464,Vascular Plant,Elephantopus tomentosus,"Hairy Tobaccoweed, Tobaccoweed",Not in Danger,Yellowstone National Park,267
3465,Vascular Plant,Elephantopus tomentosus,"Hairy Tobaccoweed, Tobaccoweed",Not in Danger,Yosemite National Park,131
3466,Vascular Plant,Elephantopus tomentosus,"Hairy Tobaccoweed, Tobaccoweed",Not in Danger,Great Smoky Mountains National Park,67
3467,Vascular Plant,Elephantopus tomentosus,"Hairy Tobaccoweed, Tobaccoweed",Not in Danger,Bryce National Park,96
3468,Vascular Plant,Erechtites hieracifolia,Burnweed,Not in Danger,Yosemite National Park,134
3469,Vascular Plant,Erechtites hieracifolia,Burnweed,Not in Danger,Great Smoky Mountains National Park,115
3470,Vascular Plant,Erechtites hieracifolia,Burnweed,Not in Danger,Bryce National Park,104
3471,Vascular Plant,Erechtites hieracifolia,Burnweed,Not in Danger,Yellowstone National Park,240
3472,Vascular Plant,Erechtites hieraciifolia,American Burnweed,Not in Danger,Yosemite National Park,160
3473,Vascular Plant,Erechtites hieraciifolia,American Burnweed,Not in Danger,Yellowstone National Park,243
3474,Vascular Plant,Erechtites hieraciifolia,American Burnweed,Not in Danger,Bryce National Park,109
3475,Vascular Plant,Erechtites hieraciifolia,American Burnweed,Not in Danger,Great Smoky Mountains National Park,69
3476,Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,American Burnweed,Not in Danger,Bryce National Park,87
3477,Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,American Burnweed,Not in Danger,Yosemite National Park,172
3478,Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,American Burnweed,Not in Danger,Yellowstone National Park,278
3479,Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,American Burnweed,Not in Danger,Great Smoky Mountains National Park,69
3480,Vascular Plant,Erigeron,"Daisy, Fleabane",Not in Danger,Yosemite National Park,138
3481,Vascular Plant,Erigeron,"Daisy, Fleabane",Not in Danger,Yellowstone National Park,242
3482,Vascular Plant,Erigeron,"Daisy, Fleabane",Not in Danger,Great Smoky Mountains National Park,80
3483,Vascular Plant,Erigeron,"Daisy, Fleabane",Not in Danger,Bryce National Park,140
3484,Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",Not in Danger,Yellowstone National Park,271
3485,Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",Not in Danger,Great Smoky Mountains National Park,70
3486,Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",Not in Danger,Bryce National Park,91
3487,Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",Not in Danger,Yellowstone National Park,275
3488,Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",Not in Danger,Great Smoky Mountains National Park,87
3489,Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",Not in Danger,Yosemite National Park,150
3490,Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",Not in Danger,Bryce National Park,117
3491,Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",Not in Danger,Yosemite National Park,142
3492,Vascular Plant,Erigeron philadelphicus,Philadelphia Fleabane,Not in Danger,Bryce National Park,115
3493,Vascular Plant,Erigeron philadelphicus,Philadelphia Fleabane,Not in Danger,Yosemite National Park,185
3494,Vascular Plant,Erigeron philadelphicus,Philadelphia Fleabane,Not in Danger,Yellowstone National Park,251
3495,Vascular Plant,Erigeron philadelphicus,Philadelphia Fleabane,Not in Danger,Great Smoky Mountains National Park,54
3496,Vascular Plant,Erigeron pulchellus,"Robin Plantain Fleabane, Robin's-Plantain",Not in Danger,Yosemite National Park,127
3497,Vascular Plant,Erigeron pulchellus,"Robin Plantain Fleabane, Robin's-Plantain",Not in Danger,Bryce National Park,128
3498,Vascular Plant,Erigeron pulchellus,"Robin Plantain Fleabane, Robin's-Plantain",Not in Danger,Yellowstone National Park,276
3499,Vascular Plant,Erigeron pulchellus,"Robin Plantain Fleabane, Robin's-Plantain",Not in Danger,Great Smoky Mountains National Park,84
3500,Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Daisy-Fleabane",Not in Danger,Bryce National Park,92
3501,Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Daisy-Fleabane",Not in Danger,Yellowstone National Park,276
3502,Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Daisy-Fleabane",Not in Danger,Great Smoky Mountains National Park,69
